LOANID,CUSTOMERID,LOANTYPE,LOANAMOUNT,INTERESTRATE,LOANSTATUS,EMI,LOANTERM,DISBURSEMENTDATE,REPAYMENTSCHEDULE
XGZF43167570959883,1487,Home Loan,62335509,11.95,Rejected,39402,3,YYYY-46-DD 05:46:SS,2nd of every Month
SYHY97926749053930,1813,Student Loan,86301700,10.49,Rejected,26861,12,YYYY-06-DD 03:06:SS,4th of every Month
PCGA85225149813923,1196,Auto Loan,79675137,8.95,Rejected,25138,26,YYYY-23-DD 01:23:SS,4th of every Month
UDOM73198636825471,2214,Personal Loan,32636290,9.83,Approved,27167,21,YYYY-37-DD 08:37:SS,6th of every Month
FCGY57723960814065,1169,Business Loan,22283220,8.45,Pending,21836,12,YYYY-42-DD 13:42:SS,6th of every Month
ZAYJ60834683232713,1753,Credit Card Loan,20097577,11.22,Pending,31176,12,YYYY-53-DD 13:53:SS,1st of every Month
QNYT66785669536098,2475,Business Loan,13837852,9.17,Approved,44369,5,YYYY-51-DD 17:51:SS,5th of every Month
LJHA77405101807984,1522,Home Loan,3786058,10.39,Approved,45226,17,YYYY-32-DD 19:32:SS,3rd of every Month
JBBQ57006981463764,1405,Auto Loan,17918165,7.31,Pending,10432,7,YYYY-33-DD 19:33:SS,6th of every Month
JMFX81340265124242,2341,Student Loan,61214199,8.34,Rejected,47496,9,YYYY-57-DD 08:57:SS,4th of every Month
PECD66882104881170,2429,Personal Loan,65738855,13.31,Approved,48860,23,YYYY-08-DD 17:08:SS,4th of every Month
GAEE82403201628908,1773,Auto Loan,37929149,11.33,Pending,32902,19,YYYY-01-DD 17:01:SS,1st of every Month
OTFL92003430103467,2439,Business Loan,83286745,9.68,Rejected,26396,21,YYYY-26-DD 22:26:SS,4th of every Month
CTME68414490002730,1046,Business Loan,49114747,7.66,Pending,44978,25,YYYY-26-DD 04:26:SS,2nd of every Month
QZBD89819922236002,2302,Personal Loan,22988196,10.71,Rejected,10539,23,YYYY-39-DD 05:39:SS,3rd of every Month
SKFD17913820275326,1281,Personal Loan,66629624,7.31,Pending,29607,6,YYYY-53-DD 21:53:SS,5th of every Month
ECPY02859112942797,2312,Business Loan,11553579,14.56,Rejected,11870,25,YYYY-57-DD 12:57:SS,7th of every Month
EXIC26329437070359,1582,Auto Loan,81659499,12.63,Approved,44217,14,YYYY-41-DD 13:41:SS,6th of every Month
FYAU19853130956101,1478,Auto Loan,94404855,12.6,Rejected,23793,4,YYYY-36-DD 22:36:SS,7th of every Month
ZOAK04239164140931,1598,Home Loan,96372307,7,Rejected,45890,21,YYYY-08-DD 14:08:SS,1st of every Month
TRST43750564797653,1540,Auto Loan,14702538,9.14,Rejected,16940,17,YYYY-11-DD 17:11:SS,7th of every Month
VYCI53051436166770,1315,Home Loan,76124811,12.96,Approved,28744,27,YYYY-00-DD 20:00:SS,6th of every Month
QJZK67306930654411,2414,Home Loan,30643799,12.97,Rejected,45822,6,YYYY-57-DD 04:57:SS,2nd of every Month
XEYF49632993381887,1809,Business Loan,3999892,8.58,Pending,48411,2,YYYY-54-DD 09:54:SS,2nd of every Month
GVQM80851401588233,2079,Credit Card Loan,25820356,11.2,Approved,24769,16,YYYY-09-DD 23:09:SS,3rd of every Month
MATG97761033093060,1763,Student Loan,86530924,10.33,Rejected,21147,11,YYYY-27-DD 17:27:SS,1st of every Month
SBAL56126279295651,2486,Home Loan,16016588,9.89,Pending,13826,7,YYYY-28-DD 06:28:SS,5th of every Month
WTLN78187203888145,2437,Student Loan,153934,8.61,Approved,47250,15,YYYY-24-DD 21:24:SS,5th of every Month
PUPV57741808860376,2022,Personal Loan,73943177,13.43,Pending,39832,28,YYYY-58-DD 09:58:SS,4th of every Month
DEDG39051476636387,2298,Student Loan,15844031,8.95,Pending,19973,18,YYYY-45-DD 07:45:SS,5th of every Month
COZC96251678903377,1960,Credit Card Loan,92632568,9.9,Approved,11196,22,YYYY-15-DD 09:15:SS,5th of every Month
WBFJ09855302687711,2323,Student Loan,6857471,14.44,Pending,23297,6,YYYY-12-DD 05:12:SS,3rd of every Month
XDAV28137979230398,1532,Auto Loan,87009243,12.41,Pending,40476,22,YYYY-47-DD 18:47:SS,1st of every Month
WCBM09520806064349,1948,Student Loan,76437580,9.98,Pending,28681,14,YYYY-08-DD 05:08:SS,5th of every Month
GLKL88140501309504,2092,Student Loan,34463345,9.71,Approved,26428,26,YYYY-30-DD 11:30:SS,5th of every Month
ZTAP52526591436619,2091,Credit Card Loan,18504482,14.95,Pending,26493,19,YYYY-01-DD 13:01:SS,5th of every Month
SJWI09383704701573,2158,Personal Loan,3376926,13.11,Approved,49952,14,YYYY-17-DD 12:17:SS,4th of every Month
GSDO11908240727064,1248,Home Loan,56277904,7.52,Pending,39153,13,YYYY-52-DD 15:52:SS,6th of every Month
FDMR97724151052469,1526,Credit Card Loan,79252293,10.59,Pending,41227,17,YYYY-25-DD 21:25:SS,7th of every Month
PNTO58949378113829,2253,Credit Card Loan,77392033,8.28,Approved,34433,18,YYYY-46-DD 19:46:SS,3rd of every Month
NNVA34625260162244,1379,Personal Loan,80263379,9.95,Pending,38238,1,YYYY-32-DD 00:32:SS,7th of every Month
TNPN89676198943206,1549,Credit Card Loan,53503774,13.31,Approved,46451,20,YYYY-48-DD 09:48:SS,2nd of every Month
EZXF55885368943840,1077,Auto Loan,69347686,13.29,Rejected,49162,18,YYYY-24-DD 13:24:SS,6th of every Month
DINR01110154817558,2301,Student Loan,8077528,14.72,Pending,46401,6,YYYY-23-DD 03:23:SS,5th of every Month
EHHJ84297960778201,1550,Student Loan,67340888,7.27,Approved,29622,8,YYYY-35-DD 20:35:SS,3rd of every Month
JZXX81925031765428,1255,Student Loan,59181935,9.93,Approved,42662,21,YYYY-52-DD 03:52:SS,6th of every Month
FETU86134257551545,2364,Business Loan,90840725,11.4,Approved,12876,16,YYYY-58-DD 23:58:SS,6th of every Month
YSSV42868772317167,1481,Credit Card Loan,6916728,9.66,Approved,33249,26,YYYY-18-DD 16:18:SS,3rd of every Month
RMZW41035746233008,2077,Business Loan,23718989,9.71,Rejected,24221,7,YYYY-11-DD 12:11:SS,1st of every Month
LXNC61824872809698,1115,Home Loan,92891856,8.19,Rejected,13344,13,YYYY-06-DD 08:06:SS,2nd of every Month
BVJW89071813812878,1284,Business Loan,43675362,8.81,Pending,28462,16,YYYY-47-DD 22:47:SS,4th of every Month
ZRMI76706549491417,2388,Home Loan,24720190,12.15,Approved,32296,18,YYYY-08-DD 18:08:SS,1st of every Month
EAYM37645184104711,2385,Student Loan,63148382,10.8,Approved,33974,13,YYYY-52-DD 07:52:SS,1st of every Month
OWJG90164190510783,2440,Home Loan,15618658,11.28,Pending,32327,29,YYYY-21-DD 08:21:SS,7th of every Month
YQMV92049322166621,1694,Credit Card Loan,38359300,14.52,Approved,44741,15,YYYY-14-DD 02:14:SS,2nd of every Month
PCRW17781624254697,1109,Home Loan,33179540,7.87,Approved,38718,14,YYYY-34-DD 01:34:SS,1st of every Month
KUEY70344130225774,2473,Credit Card Loan,58503265,9.12,Rejected,41735,18,YYYY-32-DD 01:32:SS,3rd of every Month
NIJE88659639243451,1496,Auto Loan,4220177,8.63,Pending,32509,27,YYYY-29-DD 04:29:SS,3rd of every Month
BAHB81256317465189,1219,Student Loan,73941026,7.7,Pending,37184,18,YYYY-21-DD 12:21:SS,2nd of every Month
CUQQ60937831971640,1008,Auto Loan,3958360,7.89,Rejected,10381,29,YYYY-56-DD 20:56:SS,1st of every Month
DDIN84358787059279,1100,Personal Loan,92528187,7.45,Pending,13614,19,YYYY-42-DD 04:42:SS,4th of every Month
AOSL83277292293464,2317,Personal Loan,79770608,12.52,Pending,19603,17,YYYY-39-DD 17:39:SS,1st of every Month
ASQL93450080458489,1040,Auto Loan,24059205,13.39,Rejected,48275,4,YYYY-12-DD 13:12:SS,3rd of every Month
BCJF19727756046430,1142,Home Loan,55694890,11.66,Rejected,12936,7,YYYY-49-DD 14:49:SS,5th of every Month
PTTA30153854068921,1293,Credit Card Loan,79550356,14.37,Rejected,43728,19,YYYY-14-DD 22:14:SS,5th of every Month
EFRN34028180915237,1132,Student Loan,26199360,14.5,Approved,24458,17,YYYY-27-DD 04:27:SS,7th of every Month
TUDG68448314261410,1384,Business Loan,31494738,13.98,Approved,45570,22,YYYY-24-DD 14:24:SS,3rd of every Month
RNAT44370219054376,1772,Auto Loan,82788984,11.85,Pending,43403,10,YYYY-00-DD 18:00:SS,4th of every Month
HJEG26759449371226,1197,Credit Card Loan,95019626,9.27,Rejected,34888,7,YYYY-10-DD 20:10:SS,5th of every Month
JJRV70874532869942,2467,Personal Loan,22759793,13.56,Rejected,19717,13,YYYY-55-DD 11:55:SS,7th of every Month
XDGR94115045431300,1831,Student Loan,27264222,12.11,Pending,32764,2,YYYY-27-DD 10:27:SS,5th of every Month
GLPK98322533979776,1863,Business Loan,8812034,14.8,Rejected,18535,25,YYYY-15-DD 01:15:SS,2nd of every Month
DGLR84986629242248,1848,Student Loan,59693450,9.94,Rejected,22278,3,YYYY-58-DD 07:58:SS,6th of every Month
EAPF77114582134590,2180,Auto Loan,38622720,9.64,Approved,38623,8,YYYY-44-DD 04:44:SS,1st of every Month
ORML26257046664633,1856,Business Loan,69868384,12.32,Pending,19876,4,YYYY-05-DD 04:05:SS,3rd of every Month
JHKR65644275277199,2324,Business Loan,86388709,11.76,Rejected,31738,25,YYYY-23-DD 23:23:SS,1st of every Month
PTDJ82547481868543,2129,Home Loan,65938671,10.36,Rejected,49967,13,YYYY-03-DD 06:03:SS,7th of every Month
BPLB51153587849767,2101,Auto Loan,91467563,14.84,Pending,36301,26,YYYY-50-DD 16:50:SS,5th of every Month
UHWG67054131078125,1978,Business Loan,86284773,7.61,Pending,27033,10,YYYY-44-DD 15:44:SS,2nd of every Month
OBPU49360061328798,1714,Auto Loan,89295471,8.56,Approved,31792,8,YYYY-26-DD 08:26:SS,4th of every Month
NAKO59838733173926,1122,Personal Loan,65871096,12.39,Pending,15081,29,YYYY-03-DD 08:03:SS,7th of every Month
JYMQ36273933604304,1414,Home Loan,37282064,14.76,Pending,49243,18,YYYY-14-DD 02:14:SS,3rd of every Month
TQBN07504298865441,1991,Auto Loan,16226900,13.38,Rejected,24840,26,YYYY-44-DD 17:44:SS,4th of every Month
ECJZ47806522952901,2292,Student Loan,68939805,8.58,Rejected,39043,8,YYYY-38-DD 01:38:SS,7th of every Month
GEFI41384212857105,1282,Personal Loan,61294277,10.84,Pending,21737,30,YYYY-17-DD 17:17:SS,5th of every Month
DPSD40196069934864,2116,Auto Loan,23236989,10.28,Approved,38170,21,YYYY-03-DD 19:03:SS,3rd of every Month
URGB08306793816284,1031,Personal Loan,71657466,8.37,Pending,39173,10,YYYY-35-DD 07:35:SS,6th of every Month
LDUZ67245286851852,2494,Personal Loan,58895775,13.48,Approved,20279,9,YYYY-24-DD 04:24:SS,2nd of every Month
XPGM38453966726059,1269,Home Loan,77191346,12.98,Approved,19120,5,YYYY-42-DD 07:42:SS,6th of every Month
GXWZ83045013444680,1600,Business Loan,32521387,13.1,Pending,35229,30,YYYY-38-DD 09:38:SS,1st of every Month
RRAR89807413248359,1382,Auto Loan,11394818,8.52,Rejected,19357,24,YYYY-28-DD 06:28:SS,1st of every Month
UKNA88191098278225,2256,Auto Loan,46779861,9.31,Pending,48463,29,YYYY-30-DD 08:30:SS,1st of every Month
DNTD23495887872022,1723,Home Loan,95503755,10.95,Pending,11633,17,YYYY-21-DD 01:21:SS,7th of every Month
TEEN98995635261884,1543,Auto Loan,24619884,10,Approved,10627,1,YYYY-15-DD 02:15:SS,2nd of every Month
QUCX87852117960077,2237,Auto Loan,32014076,14.1,Pending,11263,6,YYYY-45-DD 02:45:SS,4th of every Month
THAW21645182628410,1371,Personal Loan,54786758,14.21,Pending,40346,10,YYYY-40-DD 12:40:SS,3rd of every Month
BBEJ78128473733179,2253,Home Loan,80629003,9.33,Pending,29478,4,YYYY-58-DD 10:58:SS,1st of every Month
BQCX85823470591814,2311,Personal Loan,17561398,12.79,Approved,30983,20,YYYY-06-DD 08:06:SS,6th of every Month
HSVB60284361110866,1530,Home Loan,19573044,9.49,Pending,15047,12,YYYY-36-DD 15:36:SS,3rd of every Month
IUPX64189895890726,1157,Personal Loan,26090074,14.96,Approved,46250,7,YYYY-48-DD 23:48:SS,5th of every Month
BAJU15702504431505,2118,Auto Loan,39195602,14.79,Rejected,35187,26,YYYY-05-DD 18:05:SS,6th of every Month
VXFX13525419386968,1647,Personal Loan,73609916,14.9,Rejected,33938,24,YYYY-56-DD 11:56:SS,7th of every Month
TRPZ03703838657087,1227,Credit Card Loan,94025562,7.64,Approved,20165,10,YYYY-21-DD 14:21:SS,2nd of every Month
WINV72481824721320,1687,Auto Loan,64629800,13.38,Pending,27566,16,YYYY-31-DD 03:31:SS,1st of every Month
JFQC56767425477895,2007,Student Loan,59558196,14.9,Rejected,42700,24,YYYY-01-DD 13:01:SS,6th of every Month
DMXX08238143969634,2410,Home Loan,332081,14.18,Approved,32199,29,YYYY-56-DD 20:56:SS,7th of every Month
REQZ08097925802727,1489,Student Loan,98267606,14.12,Pending,24102,25,YYYY-55-DD 11:55:SS,2nd of every Month
IPXZ54609708783235,2084,Personal Loan,23488383,11.33,Approved,13319,21,YYYY-18-DD 04:18:SS,6th of every Month
WKUX17787797948282,1891,Business Loan,98608130,9.72,Rejected,26935,15,YYYY-53-DD 12:53:SS,6th of every Month
BXCD69653773844381,1970,Credit Card Loan,13639254,10.88,Approved,12142,4,YYYY-39-DD 06:39:SS,5th of every Month
MNWB45125284581844,1840,Credit Card Loan,90731581,12.59,Rejected,29658,30,YYYY-19-DD 06:19:SS,6th of every Month
ROZX19453972240455,2173,Student Loan,52558372,8.38,Rejected,23584,22,YYYY-34-DD 16:34:SS,1st of every Month
KDDG55718662376191,1490,Personal Loan,55916047,10.81,Rejected,41226,1,YYYY-33-DD 05:33:SS,5th of every Month
ZGYD44712690416021,1381,Home Loan,4008889,12.75,Approved,40834,6,YYYY-18-DD 09:18:SS,3rd of every Month
NKTP91588111227571,1684,Business Loan,554546,14.76,Pending,23527,3,YYYY-21-DD 04:21:SS,5th of every Month
FXYN98511429040772,1925,Business Loan,50339182,10.27,Rejected,18477,16,YYYY-39-DD 00:39:SS,2nd of every Month
AETP57334113747953,1985,Student Loan,17392260,12.55,Rejected,20662,12,YYYY-10-DD 00:10:SS,6th of every Month
YMKZ90239295022358,1438,Personal Loan,80622808,7.89,Pending,44049,14,YYYY-25-DD 19:25:SS,4th of every Month
KNXP47492314609512,1603,Home Loan,66438806,13.49,Rejected,19433,17,YYYY-40-DD 10:40:SS,5th of every Month
MENU97940496170195,1816,Home Loan,45944997,14.3,Approved,18170,23,YYYY-19-DD 22:19:SS,7th of every Month
JBSA91339765523581,1231,Auto Loan,54484570,10.8,Pending,22751,21,YYYY-59-DD 00:59:SS,1st of every Month
OSQA08389874342828,2276,Auto Loan,58197451,7.66,Approved,48648,4,YYYY-56-DD 02:56:SS,3rd of every Month
QKKI93817322628899,1529,Credit Card Loan,36526381,13.37,Rejected,15876,13,YYYY-59-DD 18:59:SS,6th of every Month
BLJN42459864043339,1891,Business Loan,75438742,9.54,Pending,25904,29,YYYY-41-DD 12:41:SS,1st of every Month
RHQM78140651267817,2267,Auto Loan,72303383,12.37,Pending,27704,18,YYYY-49-DD 04:49:SS,6th of every Month
PPPI90922929920452,1883,Credit Card Loan,44845425,10.71,Rejected,29873,13,YYYY-58-DD 19:58:SS,4th of every Month
ZAIV82569610154826,2256,Home Loan,97468161,8.79,Pending,26082,9,YYYY-45-DD 21:45:SS,2nd of every Month
YUAV89625385447774,2263,Student Loan,47797600,11.65,Pending,27526,2,YYYY-57-DD 00:57:SS,2nd of every Month
EDHZ71815095941884,1461,Auto Loan,95530233,8.31,Pending,27884,10,YYYY-57-DD 08:57:SS,7th of every Month
XQHI00097447124302,1261,Business Loan,20229505,8.7,Pending,37277,25,YYYY-58-DD 14:58:SS,2nd of every Month
DMMS81293424794723,1697,Auto Loan,37379319,14.88,Approved,38980,3,YYYY-29-DD 11:29:SS,1st of every Month
AXPD35027835977122,1338,Business Loan,77984719,7.8,Pending,43906,18,YYYY-54-DD 02:54:SS,2nd of every Month
MCRZ21716423662464,1039,Auto Loan,67557808,11.37,Pending,34756,18,YYYY-33-DD 02:33:SS,1st of every Month
KVHW30035477052633,2309,Student Loan,51496333,9.36,Approved,31483,10,YYYY-51-DD 23:51:SS,3rd of every Month
JMJT13854639708665,1284,Personal Loan,13682734,11.2,Approved,40474,26,YYYY-58-DD 00:58:SS,4th of every Month
XFFJ35336959123640,2363,Business Loan,84863417,8.28,Rejected,28050,16,YYYY-45-DD 02:45:SS,1st of every Month
LVDV33670090770362,2228,Personal Loan,78081455,9.61,Rejected,13912,1,YYYY-52-DD 01:52:SS,6th of every Month
LWSC43979664291044,1691,Student Loan,16552244,12.94,Rejected,31643,3,YYYY-10-DD 00:10:SS,5th of every Month
MZMT17279616149485,1726,Home Loan,27147044,10.93,Rejected,49489,28,YYYY-34-DD 11:34:SS,4th of every Month
OBZX99385729083117,1137,Student Loan,10095730,11.89,Rejected,49130,11,YYYY-38-DD 19:38:SS,3rd of every Month
ITRC68729677565994,2304,Credit Card Loan,35038818,13.83,Rejected,23525,3,YYYY-04-DD 12:04:SS,2nd of every Month
QSKJ84352142363002,1221,Credit Card Loan,79677339,12.52,Pending,16595,12,YYYY-24-DD 14:24:SS,7th of every Month
PNJL51280912425105,1275,Personal Loan,50049735,8.17,Approved,29414,5,YYYY-05-DD 15:05:SS,1st of every Month
WTWJ60904134195009,1198,Home Loan,50842442,7.46,Rejected,15021,24,YYYY-48-DD 08:48:SS,5th of every Month
WOEH37771282705324,1437,Credit Card Loan,75122446,11.15,Approved,43689,21,YYYY-39-DD 04:39:SS,5th of every Month
JCRA16556652954953,1279,Home Loan,76409826,9.5,Rejected,29551,16,YYYY-54-DD 11:54:SS,4th of every Month
XNVY13772186814058,1246,Student Loan,38743587,12.38,Rejected,46362,10,YYYY-33-DD 03:33:SS,4th of every Month
OGME77380274793330,1460,Business Loan,19120055,14.17,Rejected,30244,26,YYYY-18-DD 05:18:SS,7th of every Month
CUNR28443014090961,1414,Auto Loan,63615724,11.93,Pending,15716,2,YYYY-24-DD 06:24:SS,2nd of every Month
ZGJB14855917828406,2031,Credit Card Loan,19262438,14,Pending,28917,10,YYYY-20-DD 00:20:SS,5th of every Month
DWKP96443473478400,1659,Personal Loan,77677048,8.76,Approved,32686,30,YYYY-32-DD 00:32:SS,7th of every Month
LMDX90759403531004,2489,Student Loan,99025451,11.54,Rejected,20372,17,YYYY-28-DD 00:28:SS,5th of every Month
KAAA59642177855292,1817,Business Loan,46725339,8.64,Rejected,15799,19,YYYY-43-DD 23:43:SS,4th of every Month
QKXP58953647181902,1637,Home Loan,66637849,13.72,Approved,38848,7,YYYY-21-DD 18:21:SS,1st of every Month
ZKDB29391848797221,1949,Personal Loan,15523568,8.99,Approved,27279,13,YYYY-06-DD 21:06:SS,7th of every Month
YASZ30038402982814,2188,Personal Loan,88794609,8.25,Pending,36018,14,YYYY-17-DD 17:17:SS,6th of every Month
HDWK77726774332786,2189,Personal Loan,4628997,10.55,Rejected,22978,14,YYYY-38-DD 12:38:SS,2nd of every Month
NTMV27268353940997,2302,Credit Card Loan,6106968,11.69,Rejected,13226,19,YYYY-17-DD 16:17:SS,4th of every Month
UHKX47292472706718,1017,Personal Loan,71233003,13.16,Approved,48523,10,YYYY-53-DD 09:53:SS,6th of every Month
GTQG04467970419684,2384,Business Loan,40106143,10.48,Rejected,17718,17,YYYY-01-DD 16:01:SS,5th of every Month
PCNP83186152791459,1784,Business Loan,26330849,8.17,Rejected,17795,23,YYYY-43-DD 08:43:SS,3rd of every Month
TRJV16552854001691,1467,Personal Loan,14427209,7.28,Approved,29701,14,YYYY-23-DD 06:23:SS,1st of every Month
HLGI16048353093768,2120,Personal Loan,43479105,7.11,Pending,14979,8,YYYY-24-DD 12:24:SS,5th of every Month
YYXX04740703847589,1199,Personal Loan,58565080,12.59,Rejected,49370,17,YYYY-24-DD 12:24:SS,5th of every Month
RAAW13317854879309,1354,Auto Loan,24421171,12.72,Pending,13878,27,YYYY-50-DD 15:50:SS,5th of every Month
WZCE46080554297638,1317,Credit Card Loan,9785473,8.94,Approved,34289,22,YYYY-17-DD 09:17:SS,4th of every Month
GODM86248033211403,1576,Auto Loan,26141518,11.74,Pending,28323,14,YYYY-31-DD 11:31:SS,1st of every Month
IFAT87425554995306,2455,Personal Loan,72593690,10.2,Pending,13779,26,YYYY-25-DD 16:25:SS,1st of every Month
ECHG01528265982466,2239,Credit Card Loan,51514261,8.7,Rejected,44420,7,YYYY-45-DD 07:45:SS,5th of every Month
OHWX20794898392841,2311,Auto Loan,94477368,13.61,Rejected,17451,6,YYYY-38-DD 09:38:SS,6th of every Month
OORA06470606652039,2397,Home Loan,70619885,7.35,Pending,20777,17,YYYY-40-DD 01:40:SS,7th of every Month
YAGR42863587185358,2105,Credit Card Loan,51655796,8.79,Approved,30992,7,YYYY-03-DD 11:03:SS,1st of every Month
DPSN58121122474549,1142,Student Loan,39468378,7.9,Rejected,42466,1,YYYY-26-DD 00:26:SS,7th of every Month
SUUB66957378573304,1932,Personal Loan,23750023,9.71,Pending,34208,4,YYYY-48-DD 09:48:SS,4th of every Month
JNZF67298932326934,2315,Business Loan,24960271,8.76,Pending,35680,15,YYYY-23-DD 16:23:SS,7th of every Month
LGKR95608454005489,1256,Credit Card Loan,55524284,9.14,Approved,47837,4,YYYY-49-DD 02:49:SS,1st of every Month
AXVB27914812676205,1497,Auto Loan,24246191,12.7,Pending,49898,23,YYYY-14-DD 05:14:SS,1st of every Month
YXRV54589465057008,1152,Credit Card Loan,73870055,7.96,Rejected,22979,20,YYYY-37-DD 10:37:SS,7th of every Month
VHMM54713605225515,2100,Student Loan,65166253,9.14,Approved,20383,25,YYYY-57-DD 23:57:SS,2nd of every Month
LGOG08966517447224,2040,Auto Loan,59363148,9.4,Rejected,11453,25,YYYY-26-DD 18:26:SS,7th of every Month
MQQP21511595590113,1949,Student Loan,61797553,10.7,Rejected,40912,16,YYYY-10-DD 01:10:SS,2nd of every Month
BJGP54663900994276,2233,Student Loan,22155313,14.12,Rejected,13774,20,YYYY-07-DD 22:07:SS,6th of every Month
NQLC00552335773915,1444,Personal Loan,46987983,14.61,Pending,46243,22,YYYY-01-DD 20:01:SS,2nd of every Month
ZUZM50966692302090,1740,Home Loan,8570412,7.35,Approved,46937,4,YYYY-08-DD 00:08:SS,7th of every Month
VTAA05350934623871,1373,Auto Loan,79815558,9.45,Pending,49848,20,YYYY-53-DD 14:53:SS,6th of every Month
OSWC30696888794277,2071,Business Loan,56196460,13.2,Approved,10084,26,YYYY-37-DD 11:37:SS,4th of every Month
FCHL06756292646525,1774,Student Loan,31025961,7.65,Pending,32827,13,YYYY-28-DD 22:28:SS,4th of every Month
OFJL76095179234536,2467,Personal Loan,26807299,12.46,Approved,40939,20,YYYY-38-DD 22:38:SS,4th of every Month
CUYQ32772123291988,1623,Auto Loan,10067439,8.57,Approved,20749,23,YYYY-52-DD 03:52:SS,1st of every Month
