STOCKID,STOCKNAME,STOCKSYMBOL,STOCKEXCHANGE,PURCHASEPRICE,PURCHASEDATE,QUANTITY,INVESTMENTACCOUNTID
2659,Reliance Industries Limited, RELIANCE,NSE,151,YYYY-08-DD 15:08:SS,82,QREZ54203489954561
2660,UltraTech Cement Limited, ULTRACEMCO,NSE,110,YYYY-43-DD 20:43:SS,71,HYCF48401415084387
2661,Axis Bank Limited, AXISBANK,NSE,599,YYYY-50-DD 06:50:SS,57,FOYB91216102352760
2662,HCL Technologies Limited, HCLTECH,NSE,124,YYYY-22-DD 18:22:SS,30,ZYXT35767607964669
2663,Infosys Limited, INFY,BSE,526,YYYY-20-DD 23:20:SS,31,YZJI70773357384433
2664,Shree Cement Limited, SHREECEM,BSE,789,YYYY-37-DD 06:37:SS,26,HLAO86975841314119
2665,Cipla Limited, CIPLA,BSE,694,YYYY-28-DD 05:28:SS,100,UYRG17505074193450
2666,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,152,YYYY-52-DD 20:52:SS,19,ZGYC64117594920108
2667,Bajaj Auto Limited, BAJAJ-AUTO,BSE,946,YYYY-02-DD 15:02:SS,36,HRFA86320409629873
2668,Eicher Motors Limited, EICHERMOT,NSE,949,YYYY-12-DD 20:12:SS,23,IZTR77105890002740
2669,Aditya Birla Capital Limited, ABCAPITAL,BSE,386,YYYY-32-DD 20:32:SS,12,LIPC05472147079078
2670,Bajaj Finance Limited, BAJFINANCE,NSE,878,YYYY-25-DD 11:25:SS,71,LDLL08481944238436
2671,Tata Motors Limited, TATAMOTORS,BSE,921,YYYY-08-DD 07:08:SS,94,OYRC02206649602111
2672,UltraTech Cement Limited, ULTRACEMCO,BSE,739,YYYY-17-DD 02:17:SS,40,HRFA86320409629873
2673,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,309,YYYY-47-DD 10:47:SS,75,BDKA81240590207292
2674,Aditya Birla Capital Limited, ABCAPITAL,NSE,699,YYYY-16-DD 11:16:SS,90,EYDD02411564872968
2675,Coal India Limited, COALINDIA,NSE,177,YYYY-24-DD 23:24:SS,10,YYGT63517258925993
2676,Eicher Motors Limited, EICHERMOT,NSE,127,YYYY-49-DD 15:49:SS,94,XRYL57742726873399
2677,Larsen & Toubro Infotech Limited, LTI,BSE,526,YYYY-17-DD 20:17:SS,29,RXUN08125764601088
2678,Hero MotoCorp Limited, HEROMOTOCO,BSE,236,YYYY-03-DD 09:03:SS,3,XGWL66850654721208
2679,Titan Company Limited, TITAN,NSE,795,YYYY-57-DD 08:57:SS,91,JVHS51516742314518
2680,HCL Technologies Limited, HCLTECH,BSE,199,YYYY-09-DD 04:09:SS,24,VVPA50255195379634
2681,Maruti Suzuki India Limited, MARUTI,BSE,350,YYYY-34-DD 17:34:SS,34,CFOM56972817208525
2682,Mahindra & Mahindra Limited, M&M,NSE,811,YYYY-16-DD 09:16:SS,87,POVH07781126403357
2683,Infosys Limited, INFY,NSE,296,YYYY-03-DD 16:03:SS,66,SROO48760416528015
2684,Wipro Limited, WIPRO,BSE,326,YYYY-12-DD 03:12:SS,100,JULM43866510402051
2685,Axis Bank Limited, AXISBANK,NSE,668,YYYY-52-DD 00:52:SS,43,HUQQ85819179505722
2686,Bajaj Finance Limited, BAJFINANCE,BSE,361,YYYY-59-DD 15:59:SS,53,DQQI08472205314639
2687,Wipro Limited, WIPRO,BSE,804,YYYY-13-DD 17:13:SS,70,VYSW65005991638302
2688,Infosys Limited, INFY,BSE,304,YYYY-49-DD 17:49:SS,94,QRJF62052662028046
2689,Adani Green Energy Limited, ADANIGREEN,BSE,842,YYYY-11-DD 23:11:SS,7,VTDO85568327002958
2690,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,375,YYYY-55-DD 08:55:SS,49,ULIW49236928583301
2691,Adani Green Energy Limited, ADANIGREEN,BSE,142,YYYY-24-DD 12:24:SS,15,ZUJR50633456969011
2692,Cipla Limited, CIPLA,BSE,628,YYYY-00-DD 22:00:SS,34,EWCL90832985548814
2693,Bharti Airtel Limited, BHARTIARTL,BSE,461,YYYY-31-DD 13:31:SS,52,MSIH89627365410723
2694,Hindustan Zinc Limited, HINDZINC,BSE,788,YYYY-22-DD 20:22:SS,31,DBNZ78849170665066
2695,ICICI Bank Limited, ICICIBANK,NSE,174,YYYY-49-DD 00:49:SS,79,QTEU88505145290738
2696,Maruti Suzuki India Limited, MARUTI,BSE,312,YYYY-17-DD 04:17:SS,73,WGDO98435346232417
2697,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,448,YYYY-31-DD 06:31:SS,44,VIUK84323860844567
2698,Eicher Motors Limited, EICHERMOT,BSE,679,YYYY-53-DD 04:53:SS,67,MKPY16332117766519
2699,Shree Cement Limited, SHREECEM,NSE,240,YYYY-06-DD 10:06:SS,97,JPXR38550764896743
2700,Wipro Limited, WIPRO,NSE,518,YYYY-06-DD 05:06:SS,17,OLKI10905640302547
2701,Asian Paints Limited, ASIANPAINT,NSE,914,YYYY-54-DD 14:54:SS,5,SFXY79814475587314
2702,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,929,YYYY-35-DD 18:35:SS,52,ULED69462862024024
2703,Divi's Laboratories Limited, DIVISLAB,BSE,439,YYYY-38-DD 09:38:SS,33,EHKV55482057767357
2704,Tata Steel Limited, TATASTEEL,BSE,831,YYYY-40-DD 10:40:SS,26,KHAU35779352593749
2705,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,558,YYYY-01-DD 07:01:SS,98,NLPB21235102308549
2706,Britannia Industries Limited, BRITANNIA,NSE,440,YYYY-48-DD 23:48:SS,76,DQQI08472205314639
2707,Tata Steel Limited, TATASTEEL,BSE,477,YYYY-02-DD 03:02:SS,2,ESRM99751469777180
2708,Wipro Limited, WIPRO,NSE,832,YYYY-02-DD 02:02:SS,73,CTPZ02552923447185
2709,Adani Green Energy Limited, ADANIGREEN,BSE,230,YYYY-31-DD 03:31:SS,72,WYOK52353174033220
2710,Aditya Birla Capital Limited, ABCAPITAL,BSE,895,YYYY-29-DD 05:29:SS,70,UANT50554410431011
2711,Tata Consumer Products Limited, TATACONSUM,BSE,341,YYYY-05-DD 18:05:SS,33,ODEL22453085365339
2712,State Bank of India, SBIN,NSE,680,YYYY-31-DD 13:31:SS,11,EUXJ35544314762351
2713,Nestle India Limited, NESTLEIND,NSE,941,YYYY-18-DD 06:18:SS,54,NQST46132315477746
2714,Infosys Limited, INFY,BSE,945,YYYY-48-DD 23:48:SS,5,NLPB21235102308549
2715,Asian Paints Limited, ASIANPAINT,BSE,310,YYYY-57-DD 04:57:SS,21,YYUC68606555608034
2716,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,124,YYYY-40-DD 18:40:SS,99,DSQS88464264249373
2717,Grasim Industries Limited, GRASIM,NSE,564,YYYY-46-DD 22:46:SS,44,XYVQ13943147055572
2718,Tech Mahindra Limited, TECHM,NSE,753,YYYY-56-DD 04:56:SS,78,MFFD92621155221459
2719,Wipro Limited, WIPRO,NSE,920,YYYY-22-DD 03:22:SS,21,VNTJ61586283218263
2720,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,713,YYYY-31-DD 19:31:SS,79,XAPS35456388656985
2721,Wipro Limited, WIPRO,NSE,550,YYYY-40-DD 22:40:SS,62,CEED02060885734638
2722,Titan Company Limited, TITAN,BSE,708,YYYY-04-DD 10:04:SS,30,BKJD12155927149542
2723,ITC Limited, ITC,NSE,369,YYYY-16-DD 16:16:SS,15,ESRM99751469777180
2724,Titan Company Limited, TITAN,BSE,735,YYYY-06-DD 08:06:SS,37,DLXC07041078157389
2725,Infosys Limited, INFY,NSE,644,YYYY-14-DD 12:14:SS,66,HPDB95467828236480
2726,ICICI Bank Limited, ICICIBANK,BSE,411,YYYY-34-DD 20:34:SS,28,ZCIE48841000934777
2727,Adani Green Energy Limited, ADANIGREEN,NSE,379,YYYY-16-DD 22:16:SS,33,ZXBC82884832429169
2728,HCL Technologies Limited, HCLTECH,BSE,704,YYYY-40-DD 22:40:SS,10,KAKK19953747654475
2729,Wipro Limited, WIPRO,BSE,761,YYYY-41-DD 12:41:SS,98,VSPH64784351198154
2730,Tata Steel Limited, TATASTEEL,BSE,742,YYYY-10-DD 09:10:SS,40,KXEN94478226049183
2731,Wipro Limited, WIPRO,NSE,484,YYYY-29-DD 04:29:SS,90,QREZ54203489954561
2732,Coal India Limited, COALINDIA,BSE,360,YYYY-23-DD 09:23:SS,13,FPYC07002341548117
2733,State Bank of India, SBIN,BSE,521,YYYY-47-DD 16:47:SS,11,LZBF13253843677578
2734,Nestle India Limited, NESTLEIND,NSE,428,YYYY-49-DD 10:49:SS,19,LHDJ09303062102728
2735,HDFC Bank Limited, HDFCBANK,NSE,215,YYYY-30-DD 03:30:SS,40,ITEM47408502506157
2736,Eicher Motors Limited, EICHERMOT,NSE,863,YYYY-56-DD 22:56:SS,15,LEUV79536205094688
2737,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,743,YYYY-28-DD 18:28:SS,18,ONNG39553047761791
2738,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,132,YYYY-40-DD 20:40:SS,83,WGDO98435346232417
2739,Coal India Limited, COALINDIA,BSE,350,YYYY-08-DD 10:08:SS,21,EFLM13697090715522
2740,Adani Enterprises Limited, ADANIENT,NSE,704,YYYY-19-DD 09:19:SS,96,WKWQ45104722976136
2741,SBI Life Insurance Company Limited, SBILIFE,BSE,208,YYYY-49-DD 20:49:SS,35,GIIY69566920044516
2742,Tata Steel Limited, TATASTEEL,NSE,995,YYYY-12-DD 19:12:SS,23,DTDV10607008984856
2743,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,598,YYYY-38-DD 07:38:SS,48,GRHI86210122453331
2744,Axis Bank Limited, AXISBANK,NSE,729,YYYY-45-DD 12:45:SS,73,EUTM07630640114632
2745,Nestle India Limited, NESTLEIND,NSE,986,YYYY-08-DD 04:08:SS,73,WZWX03466325416815
2746,Larsen & Toubro Infotech Limited, LTI,BSE,723,YYYY-40-DD 17:40:SS,70,XWOQ53515211392860
2747,Titan Company Limited, TITAN,NSE,420,YYYY-51-DD 09:51:SS,55,BMGA83861029625897
2748,Wipro Limited, WIPRO,BSE,447,YYYY-17-DD 22:17:SS,90,BXGP38507718512553
2749,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,199,YYYY-48-DD 04:48:SS,25,XNHJ74177595198259
2750,Eicher Motors Limited, EICHERMOT,BSE,777,YYYY-34-DD 02:34:SS,81,GDXM17705057337560
2751,Britannia Industries Limited, BRITANNIA,BSE,128,YYYY-25-DD 16:25:SS,23,PCSI66842725363591
2752,HDFC Bank Limited, HDFCBANK,NSE,121,YYYY-22-DD 17:22:SS,97,OXVF19571697807309
2753,Shree Cement Limited, SHREECEM,BSE,217,YYYY-18-DD 12:18:SS,61,IJEQ54093762682396
2754,ICICI Bank Limited, ICICIBANK,BSE,245,YYYY-38-DD 12:38:SS,7,UJUT98942924385003
2755,Larsen & Toubro Limited, LT,BSE,710,YYYY-01-DD 09:01:SS,55,MGJB67510190876115
2756,Aditya Birla Capital Limited, ABCAPITAL,BSE,901,YYYY-01-DD 08:01:SS,65,APSZ47251228575188
2757,Infosys Limited, INFY,NSE,343,YYYY-06-DD 11:06:SS,72,IFTM34372063377270
2758,Infosys Limited, INFY,NSE,139,YYYY-36-DD 10:36:SS,52,KETH36824121048930
2759,ITC Limited, ITC,BSE,237,YYYY-53-DD 02:53:SS,42,GVHO66673138955969
2760,SBI Life Insurance Company Limited, SBILIFE,BSE,291,YYYY-03-DD 07:03:SS,70,QTMF67066168561211
2761,Larsen & Toubro Limited, LT,NSE,749,YYYY-27-DD 12:27:SS,35,ZSMZ88986972544849
2762,Power Grid Corporation of India Limited, POWERGRID,BSE,441,YYYY-28-DD 22:28:SS,90,TATP20318107697868
2763,Bharti Airtel Limited, BHARTIARTL,BSE,733,YYYY-26-DD 18:26:SS,85,BKJD12155927149542
2764,Nestle India Limited, NESTLEIND,NSE,873,YYYY-11-DD 05:11:SS,5,KZFV21796667587063
2765,Hero MotoCorp Limited, HEROMOTOCO,NSE,253,YYYY-36-DD 11:36:SS,60,QNCZ98241997977700
2766,Coal India Limited, COALINDIA,NSE,307,YYYY-46-DD 10:46:SS,26,CQLA79280828754614
2767,HDFC Bank Limited, HDFCBANK,NSE,173,YYYY-40-DD 08:40:SS,69,DLXC07041078157389
2768,Cipla Limited, CIPLA,BSE,359,YYYY-37-DD 13:37:SS,15,FOYB91216102352760
2769,SBI Life Insurance Company Limited, SBILIFE,NSE,773,YYYY-48-DD 01:48:SS,47,AVRW60136482723349
2770,Bajaj Finance Limited, BAJFINANCE,NSE,241,YYYY-06-DD 06:06:SS,78,SOPD45430805617635
2771,Adani Enterprises Limited, ADANIENT,NSE,112,YYYY-31-DD 23:31:SS,40,DQIS96618196002093
2772,Nestle India Limited, NESTLEIND,BSE,771,YYYY-55-DD 23:55:SS,22,PJJM32624946796563
2773,Axis Bank Limited, AXISBANK,NSE,425,YYYY-08-DD 07:08:SS,21,QRNC95239685272865
2774,Tech Mahindra Limited, TECHM,NSE,224,YYYY-03-DD 07:03:SS,4,TATP20318107697868
2775,Grasim Industries Limited, GRASIM,BSE,441,YYYY-40-DD 16:40:SS,24,BCTJ70098846823392
2776,SBI Life Insurance Company Limited, SBILIFE,BSE,550,YYYY-08-DD 07:08:SS,92,BFZI24803483631005
2777,Shree Cement Limited, SHREECEM,BSE,202,YYYY-13-DD 18:13:SS,7,IYUH91961653444676
2778,Hindustan Zinc Limited, HINDZINC,BSE,682,YYYY-49-DD 03:49:SS,56,DQIK40089785503378
2779,Cipla Limited, CIPLA,NSE,771,YYYY-00-DD 05:00:SS,90,CHEQ54809613330126
2780,Larsen & Toubro Infotech Limited, LTI,NSE,185,YYYY-01-DD 13:01:SS,53,XWOQ53515211392860
2781,ITC Limited, ITC,BSE,453,YYYY-31-DD 15:31:SS,2,UJRQ13030267122913
2782,Bajaj Finance Limited, BAJFINANCE,BSE,219,YYYY-08-DD 01:08:SS,65,CQLQ58421696932505
2783,Housing Development Finance Corporation Limited, HDFC,BSE,186,YYYY-25-DD 04:25:SS,71,HBLC30543172477434
2784,Wipro Limited, WIPRO,BSE,395,YYYY-08-DD 02:08:SS,37,DLAN71952583778617
2785,Hindustan Zinc Limited, HINDZINC,BSE,609,YYYY-15-DD 02:15:SS,34,LGUX21835310251146
2786,Larsen & Toubro Infotech Limited, LTI,BSE,751,YYYY-50-DD 15:50:SS,20,APYL08333668442780
2787,Titan Company Limited, TITAN,NSE,306,YYYY-55-DD 12:55:SS,41,PWVK27777408387530
2788,Axis Bank Limited, AXISBANK,NSE,668,YYYY-24-DD 09:24:SS,95,FXKN67601207910143
2789,Infosys Limited, INFY,NSE,431,YYYY-39-DD 12:39:SS,41,HGJB17524469625840
2790,ITC Limited, ITC,BSE,556,YYYY-53-DD 17:53:SS,18,JKTI91832913834319
2791,Grasim Industries Limited, GRASIM,BSE,228,YYYY-54-DD 17:54:SS,23,TMHZ16955821353335
2792,Aditya Birla Capital Limited, ABCAPITAL,BSE,158,YYYY-20-DD 14:20:SS,94,YXIR68495707506390
2793,Britannia Industries Limited, BRITANNIA,NSE,388,YYYY-18-DD 02:18:SS,30,HVVG01760505142656
2794,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,781,YYYY-35-DD 11:35:SS,56,TXWN29877609075903
2795,Hero MotoCorp Limited, HEROMOTOCO,NSE,511,YYYY-39-DD 16:39:SS,53,RLKA25973511663477
2796,Tata Consumer Products Limited, TATACONSUM,NSE,304,YYYY-12-DD 18:12:SS,13,JPXR38550764896743
2797,SBI Life Insurance Company Limited, SBILIFE,BSE,389,YYYY-36-DD 03:36:SS,61,CGTH86872332786541
2798,Hero MotoCorp Limited, HEROMOTOCO,NSE,617,YYYY-43-DD 00:43:SS,97,JNWR93505299265151
2799,Bajaj Finance Limited, BAJFINANCE,NSE,898,YYYY-01-DD 20:01:SS,41,DMAF66266081736143
2800,Hindustan Zinc Limited, HINDZINC,NSE,210,YYYY-42-DD 08:42:SS,90,ULIW49236928583301
2801,Power Grid Corporation of India Limited, POWERGRID,NSE,355,YYYY-33-DD 00:33:SS,69,CDHA08634823305425
2802,Aditya Birla Capital Limited, ABCAPITAL,NSE,870,YYYY-59-DD 22:59:SS,83,VPWS59269121168912
2803,UltraTech Cement Limited, ULTRACEMCO,NSE,278,YYYY-25-DD 20:25:SS,47,OKHC48573841150307
2804,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,774,YYYY-15-DD 14:15:SS,84,RKJH02798826371601
2805,Tata Steel Limited, TATASTEEL,NSE,569,YYYY-54-DD 17:54:SS,23,UDHH28614100482348
2806,Tech Mahindra Limited, TECHM,BSE,625,YYYY-15-DD 11:15:SS,9,OOWV87828496587609
2807,State Bank of India, SBIN,BSE,914,YYYY-02-DD 12:02:SS,44,BMSB33029535076929
2808,Wipro Limited, WIPRO,NSE,591,YYYY-46-DD 00:46:SS,90,FIMI63735399556838
2809,Adani Green Energy Limited, ADANIGREEN,NSE,477,YYYY-12-DD 01:12:SS,65,CKEI79268649911512
2810,Bajaj Finserv Limited, BAJAJFINSV,BSE,527,YYYY-00-DD 17:00:SS,74,USGE43907710642106
2811,Tech Mahindra Limited, TECHM,NSE,929,YYYY-19-DD 15:19:SS,40,NNFM22617440939144
2812,Reliance Industries Limited, RELIANCE,NSE,102,YYYY-08-DD 03:08:SS,82,IJEQ54093762682396
2813,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,515,YYYY-57-DD 05:57:SS,61,WGDO98435346232417
2814,Tata Steel Limited, TATASTEEL,NSE,325,YYYY-56-DD 03:56:SS,54,XUOI75420167296255
2815,Divi's Laboratories Limited, DIVISLAB,NSE,797,YYYY-25-DD 16:25:SS,58,FGOC97573082880014
2816,Coal India Limited, COALINDIA,BSE,448,YYYY-19-DD 22:19:SS,29,PMRC80893166094831
2817,Adani Green Energy Limited, ADANIGREEN,BSE,989,YYYY-20-DD 08:20:SS,35,ZPML09428988082045
2818,Reliance Industries Limited, RELIANCE,BSE,844,YYYY-24-DD 02:24:SS,81,CWBJ50145548509166
2819,Larsen & Toubro Infotech Limited, LTI,NSE,560,YYYY-46-DD 06:46:SS,86,FXQO83049188595008
2820,ICICI Bank Limited, ICICIBANK,NSE,110,YYYY-04-DD 20:04:SS,63,QTYG16930589586768
2821,Hindustan Zinc Limited, HINDZINC,BSE,601,YYYY-19-DD 16:19:SS,83,KVBO72932919908077
2822,Britannia Industries Limited, BRITANNIA,BSE,883,YYYY-02-DD 20:02:SS,12,ZMXQ18100779472440
2823,Housing Development Finance Corporation Limited, HDFC,NSE,740,YYYY-40-DD 09:40:SS,45,SRAD00677052117439
2824,Housing Development Finance Corporation Limited, HDFC,NSE,538,YYYY-34-DD 22:34:SS,65,SVLG73959650150423
2825,Maruti Suzuki India Limited, MARUTI,BSE,272,YYYY-08-DD 23:08:SS,52,AQFF73870276543986
2826,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,413,YYYY-29-DD 16:29:SS,18,VRXJ08333956671361
2827,UltraTech Cement Limited, ULTRACEMCO,BSE,627,YYYY-49-DD 14:49:SS,68,BWKS84730694946203
2828,Tata Consultancy Services Limited, TCS,NSE,591,YYYY-31-DD 22:31:SS,87,GKDU56357354113910
2829,Hero MotoCorp Limited, HEROMOTOCO,BSE,927,YYYY-00-DD 17:00:SS,60,RKXT45861188314452
2830,Divi's Laboratories Limited, DIVISLAB,BSE,442,YYYY-37-DD 04:37:SS,98,FPYC07002341548117
2831,Titan Company Limited, TITAN,NSE,707,YYYY-17-DD 19:17:SS,95,ZUJR50633456969011
2832,HCL Technologies Limited, HCLTECH,BSE,710,YYYY-18-DD 09:18:SS,74,SCKZ22586270621366
2833,Tata Consumer Products Limited, TATACONSUM,BSE,119,YYYY-46-DD 01:46:SS,68,SQTS44216029688138
2834,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,930,YYYY-49-DD 01:49:SS,37,SKVV68987846646850
2835,Bajaj Auto Limited, BAJAJ-AUTO,BSE,252,YYYY-14-DD 09:14:SS,34,DYSZ57577835005908
2836,ICICI Bank Limited, ICICIBANK,BSE,545,YYYY-22-DD 14:22:SS,95,ZUHJ09431542615268
2837,Titan Company Limited, TITAN,BSE,913,YYYY-52-DD 19:52:SS,66,BMJK61380960783190
2838,Grasim Industries Limited, GRASIM,NSE,269,YYYY-08-DD 08:08:SS,91,MRUC90297196180399
2839,Power Grid Corporation of India Limited, POWERGRID,NSE,884,YYYY-55-DD 03:55:SS,84,BNGM02701870523666
2840,Bajaj Finserv Limited, BAJAJFINSV,NSE,256,YYYY-49-DD 01:49:SS,37,MSFM77333910326666
2841,Grasim Industries Limited, GRASIM,NSE,790,YYYY-21-DD 15:21:SS,42,SLVA59549597914048
2842,Hindustan Unilever Limited, HINDUNILVR,BSE,304,YYYY-59-DD 01:59:SS,64,QJKO96312105531241
2843,Hero MotoCorp Limited, HEROMOTOCO,BSE,571,YYYY-18-DD 18:18:SS,54,HNNF97545743164040
2844,Coal India Limited, COALINDIA,NSE,559,YYYY-36-DD 03:36:SS,54,BSRB55268013338857
2845,Nestle India Limited, NESTLEIND,NSE,150,YYYY-09-DD 17:09:SS,47,SBQG28573349185952
2846,Adani Enterprises Limited, ADANIENT,NSE,252,YYYY-35-DD 11:35:SS,88,GOBP02467411877128
2847,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,974,YYYY-57-DD 09:57:SS,45,VNTJ61586283218263
2848,Britannia Industries Limited, BRITANNIA,NSE,877,YYYY-05-DD 11:05:SS,87,PVBO99698507086163
2849,Wipro Limited, WIPRO,NSE,204,YYYY-16-DD 12:16:SS,79,VTUU48674387922059
2850,Shree Cement Limited, SHREECEM,NSE,299,YYYY-42-DD 00:42:SS,71,CDZH38357975903980
2851,Hindustan Zinc Limited, HINDZINC,NSE,710,YYYY-53-DD 01:53:SS,26,DWKM30711980924086
2852,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,242,YYYY-36-DD 17:36:SS,67,ZKJM67781252363322
2853,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,971,YYYY-43-DD 23:43:SS,24,DYUD70909942686081
2854,Tata Motors Limited, TATAMOTORS,NSE,790,YYYY-52-DD 19:52:SS,97,OBIT76526109804976
2855,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,728,YYYY-24-DD 11:24:SS,9,FOGJ89695148277989
2856,SBI Life Insurance Company Limited, SBILIFE,NSE,530,YYYY-32-DD 18:32:SS,13,PDSR39742689571640
2857,Divi's Laboratories Limited, DIVISLAB,NSE,813,YYYY-35-DD 00:35:SS,79,VTUU48674387922059
2858,Shree Cement Limited, SHREECEM,NSE,504,YYYY-31-DD 21:31:SS,7,TIAP43403868119894
2859,Nestle India Limited, NESTLEIND,BSE,335,YYYY-24-DD 12:24:SS,71,QPZV08226377101463
2860,Housing Development Finance Corporation Limited, HDFC,NSE,828,YYYY-43-DD 07:43:SS,61,VZQH55264003139536
2861,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,915,YYYY-53-DD 21:53:SS,46,KLQX87693438020777
2862,ITC Limited, ITC,BSE,483,YYYY-38-DD 15:38:SS,97,PPVW33637670087384
2863,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,752,YYYY-37-DD 21:37:SS,97,AMAN16298212633856
2864,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,949,YYYY-27-DD 11:27:SS,32,JUDJ59012619616606
2865,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,349,YYYY-41-DD 23:41:SS,47,BYSS46582878828472
2866,Bharti Airtel Limited, BHARTIARTL,BSE,715,YYYY-43-DD 18:43:SS,18,XSHW97441044258017
2867,Axis Bank Limited, AXISBANK,BSE,751,YYYY-28-DD 04:28:SS,47,VVRC88544360740130
2868,Titan Company Limited, TITAN,NSE,352,YYYY-19-DD 18:19:SS,75,XPQI23337599756097
2869,Britannia Industries Limited, BRITANNIA,BSE,170,YYYY-15-DD 21:15:SS,46,XKRM12967172647744
2870,Eicher Motors Limited, EICHERMOT,NSE,925,YYYY-57-DD 19:57:SS,77,DYGG49123056872172
2871,Axis Bank Limited, AXISBANK,NSE,256,YYYY-52-DD 20:52:SS,6,LFWR54772488781776
2872,Larsen & Toubro Infotech Limited, LTI,NSE,457,YYYY-36-DD 13:36:SS,27,CGDH37092173506796
2873,ITC Limited, ITC,BSE,920,YYYY-53-DD 17:53:SS,47,LRPN80296242371073
2874,Coal India Limited, COALINDIA,BSE,630,YYYY-21-DD 11:21:SS,77,FRGJ40231056988083
2875,Hero MotoCorp Limited, HEROMOTOCO,NSE,144,YYYY-53-DD 16:53:SS,61,PAEO73432563163685
2876,Nestle India Limited, NESTLEIND,NSE,849,YYYY-20-DD 23:20:SS,7,XPVR82690415363851
2877,Eicher Motors Limited, EICHERMOT,NSE,208,YYYY-30-DD 23:30:SS,59,CCKZ30326240039264
2878,Aditya Birla Capital Limited, ABCAPITAL,BSE,993,YYYY-42-DD 15:42:SS,59,HGBN11260318826028
2879,HDFC Bank Limited, HDFCBANK,BSE,406,YYYY-43-DD 07:43:SS,96,SOWS39449879896237
2880,Axis Bank Limited, AXISBANK,BSE,934,YYYY-15-DD 18:15:SS,10,KNFY56840367824032
2881,Titan Company Limited, TITAN,BSE,402,YYYY-47-DD 07:47:SS,82,FHSI52405760375434
2882,SBI Life Insurance Company Limited, SBILIFE,NSE,994,YYYY-56-DD 01:56:SS,15,DPGT11865555232744
2883,Infosys Limited, INFY,BSE,424,YYYY-44-DD 15:44:SS,36,GLSL42664295721498
2884,SBI Life Insurance Company Limited, SBILIFE,NSE,933,YYYY-23-DD 05:23:SS,68,TLAN68015027650249
2885,HDFC Bank Limited, HDFCBANK,BSE,798,YYYY-00-DD 20:00:SS,24,FUJR52502442743340
2886,Divi's Laboratories Limited, DIVISLAB,BSE,161,YYYY-04-DD 08:04:SS,90,NDFX72008276602168
2887,Hindustan Zinc Limited, HINDZINC,BSE,125,YYYY-55-DD 04:55:SS,77,QRZG42144272594806
2888,Bajaj Finance Limited, BAJFINANCE,BSE,683,YYYY-58-DD 03:58:SS,36,ZEFL57145849472861
2889,Britannia Industries Limited, BRITANNIA,BSE,587,YYYY-39-DD 08:39:SS,47,NQQX02798433925922
2890,Tata Consultancy Services Limited, TCS,NSE,556,YYYY-45-DD 09:45:SS,8,FCTM02279650430716
2891,Infosys Limited, INFY,BSE,398,YYYY-18-DD 12:18:SS,7,LHSB01264070204974
2892,Cipla Limited, CIPLA,BSE,589,YYYY-50-DD 00:50:SS,76,MLDJ75847253804720
2893,State Bank of India, SBIN,BSE,695,YYYY-23-DD 00:23:SS,96,BSMH85572384731420
2894,Aditya Birla Capital Limited, ABCAPITAL,BSE,586,YYYY-17-DD 03:17:SS,62,MWVC22925375182657
2895,Adani Enterprises Limited, ADANIENT,NSE,380,YYYY-34-DD 04:34:SS,76,HGJB17524469625840
2896,Eicher Motors Limited, EICHERMOT,NSE,184,YYYY-14-DD 08:14:SS,31,KHTJ65941286707239
2897,Mahindra & Mahindra Limited, M&M,BSE,829,YYYY-42-DD 07:42:SS,2,ZMSG46514882192902
2898,Tata Consultancy Services Limited, TCS,NSE,755,YYYY-37-DD 03:37:SS,56,MSUP27949037367785
2899,Adani Enterprises Limited, ADANIENT,NSE,294,YYYY-18-DD 21:18:SS,55,HWOQ75115312664283
2900,Infosys Limited, INFY,NSE,495,YYYY-46-DD 17:46:SS,76,BRAT34307087246755
2901,Cipla Limited, CIPLA,NSE,807,YYYY-47-DD 09:47:SS,4,BBGG78013420074621
